question,answer,is_correct
What was Karl-Otto Apel's academic position at the University of Kiel from 1962 to 1969?,Research professor of philosophy.,False
What was Karl-Otto Apel's academic position at the University of Kiel from 1962 to 1969?,Senior researcher of philosophy.,False
What architectural firm did Bruce Graham join in 1951?,"Skidmore, Owings and Merrill",True
What architectural firm did Bruce Graham join in 1951?,Harrison & Parsons.,False
What architectural firm did Bruce Graham join in 1951?,Gensler.,False
What architectural firm did Bruce Graham join in 1951?,"Graham, Anderson, Probst & White.",False
What architectural firm did Bruce Graham join in 1951?,Icicle Associates.,False
What architectural firm did Bruce Graham join in 1951?,Louis Kahn Associates.,False
What architectural firm did Bruce Graham join in 1951?,"Davis, Burdick and Carpenter.",False
What architectural firm did Bruce Graham join in 1951?,"Louis Kahn's firm, Kahn & Jacobs.",False
What architectural firm did Bruce Graham join in 1951?,Frank Lloyd Wright Associates.,False
What architectural firm did Bruce Graham join in 1951?,Tishman Construction Corporation.,False
Which building designed by Bruce Graham was the tallest in the world for nearly 36 years?,Willis Tower,True
Which building designed by Bruce Graham was the tallest in the world for nearly 36 years?,The Empire State Building.,False
Which building designed by Bruce Graham was the tallest in the world for nearly 36 years?,The John Hancock Center.,False
Which building designed by Bruce Graham was the tallest in the world for nearly 36 years?,The John Hancock Tower.,False
Which building designed by Bruce Graham was the tallest in the world for nearly 36 years?,Burj Khalifa.,False
Which building designed by Bruce Graham was the tallest in the world for nearly 36 years?,Empire State Building.,False
Which building designed by Bruce Graham was the tallest in the world for nearly 36 years?,Petronas Twin Towers.,False
Which building designed by Bruce Graham was the tallest in the world for nearly 36 years?,"Sears Tower (now known as the Willis Tower, but this answer is for the original name Sears Tower).",False
Which building designed by Bruce Graham was the tallest in the world for nearly 36 years?,The Petronas Twin Towers in Kuala Lumpur.,False
Which building designed by Bruce Graham was the tallest in the world for nearly 36 years?,One57.,False
Which university's School of Fine Arts was Bruce Graham extremely involved with?,University of Pennsylvania,True
Which university's School of Fine Arts was Bruce Graham extremely involved with?,Carnegie Mellon University.,False
Which university's School of Fine Arts was Bruce Graham extremely involved with?,Harvard University.,False
Which university's School of Fine Arts was Bruce Graham extremely involved with?,Brown University.,False
Which university's School of Fine Arts was Bruce Graham extremely involved with?,"University of California, Berkeley.",False
Which university's School of Fine Arts was Bruce Graham extremely involved with?,Cornell University.,False
Which university's School of Fine Arts was Bruce Graham extremely involved with?,University of Virginia.,False
Which university's School of Fine Arts was Bruce Graham extremely involved with?,Yale University.,False
Which university's School of Fine Arts was Bruce Graham extremely involved with?,University of Wisconsin–Madison.,False
Which university's School of Fine Arts was Bruce Graham extremely involved with?,University of Southern California.,False
In which city did Bruce Graham design the master plans for Broadgate and Canary Wharf developments?,London,True
In which city did Bruce Graham design the master plans for Broadgate and Canary Wharf developments?,Sydney.,False
In which city did Bruce Graham design the master plans for Broadgate and Canary Wharf developments?,Rome.,False
In which city did Bruce Graham design the master plans for Broadgate and Canary Wharf developments?,Melbourne.,False
In which city did Bruce Graham design the master plans for Broadgate and Canary Wharf developments?,Edinburgh.,False
In which city did Bruce Graham design the master plans for Broadgate and Canary Wharf developments?,New York.,False
In which city did Bruce Graham design the master plans for Broadgate and Canary Wharf developments?,Paris.,False
In which city did Bruce Graham design the master plans for Broadgate and Canary Wharf developments?,Rotterdam.,False
In which city did Bruce Graham design the master plans for Broadgate and Canary Wharf developments?,Geneva.,False
In which city did Bruce Graham design the master plans for Broadgate and Canary Wharf developments?,Dublin.,False
What was Erwin Baur's nationality?,German,True
What was Erwin Baur's nationality?,Austro-Hungarian.,False
What was Erwin Baur's nationality?,French.,False
What was Erwin Baur's nationality?,Australian.,False
What was Erwin Baur's nationality?,Austrian.,False
What was Erwin Baur's nationality?,Swiss.,False
What was Erwin Baur's nationality?,Italian.,False
What was Erwin Baur's nationality?,Austro-German.,False
What was Erwin Baur's nationality?,Belgian.,False
What was Erwin Baur's nationality?,Dutch.,False
What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Director of the Kaiser Wilhelm Institute for Breeding Research,True
What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Director of the Kaiser Wilhelm Institute for Botany and Medicine.,False
What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Deputy Director of the Kaiser Wilhelm Institute.,False
What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Professor of Genetics at the Kaiser Wilhelm Institute.,False
What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Secretary to the Director.,False
What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Secretary of the Institute.,False
What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Curator of Herbarium.,False
What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Professor of Genetic Research.,False
What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Head of the division of plant cytogenetics.,False
What position did Erwin Baur hold at the Kaiser Wilhelm Institute?,Head of Department of Plant Physiology.,False
What significant discovery is attributed to Erwin Baur?,The inheritance of plastids,True
What significant discovery is attributed to Erwin Baur?,The discovery of the structure of chromosomes.,False
What significant discovery is attributed to Erwin Baur?,The discovery of chloroplasts.,False
What significant discovery is attributed to Erwin Baur?,The discovery of the genetic control of flowering times.,False
What significant discovery is attributed to Erwin Baur?,The discovery of the structural basis for the transmission of genetic information.,False
What significant discovery is attributed to Erwin Baur?,The structure and function of mitochondria.,False
What significant discovery is attributed to Erwin Baur?,The discovery of the universal genetic code.,False
What significant discovery is attributed to Erwin Baur?,The discovery of the fundamental principle of hereditary transmission of acquired characteristics.,False
What significant discovery is attributed to Erwin Baur?,The discovery of the molecular basis of photosynthesis.,False
What significant discovery is attributed to Erwin Baur?,The discovery of the structure of the bacterial cell wall.,False
What institute is named after Erwin Baur since 1938?,The Erwin Baur-Institute,True
What institute is named after Erwin Baur since 1938?,"The Erwin Baur-Institute for Histology and Embryology in Vienna is actually named after Erwin Baur,",False
What institute is named after Erwin Baur since 1938?,The Baur-Institute for Animal Genetics and Breeding Research.,False
What institute is named after Erwin Baur since 1938?,The International Institute of Bacterial Classification.,False
What institute is named after Erwin Baur since 1938?,The Institute of Classical Biology.,False
What institute is named after Erwin Baur since 1938?,"The Erwin Baur-Institute, but renamed as the ""Erwin Baur-Institute of Immunology"" in",False
What institute is named after Erwin Baur since 1938?,"The Erwin Baur-Institute is actually named after Erwin Baur, but only in a different part of the world",False
What institute is named after Erwin Baur since 1938?,The Erwin Baur-Institute is actually named after Erwin Baur in 1948.,False
What institute is named after Erwin Baur since 1938?,The Ehrlich Institute.,False
What institute is named after Erwin Baur since 1938?,"The Erwin Baur-Institute is actually named after Theodor Baur. 
    I assume the question meant to ask",False
What was the major focus of Erwin Baur's research?,Plant genetics,True
What was the major focus of Erwin Baur's research?,Comparative anatomy of insects.,False
What was the major focus of Erwin Baur's research?,Behavioral ecology.,False
What was the major focus of Erwin Baur's research?,Molecular ecology.,False
What was the major focus of Erwin Baur's research?,Historical reenactment of World War I battles.,False
What was the major focus of Erwin Baur's research?,Mammalian morphology.,False
What was the major focus of Erwin Baur's research?,The development of molecular gastronomy techniques.,False
What was the major focus of Erwin Baur's research?,Animal behavior studies.,False
What was the major focus of Erwin Baur's research?,Theoretical physics.,False
What was the major focus of Erwin Baur's research?,Human paleontology.,False
What nationality is Jean Ziegler?,Swiss,True
What nationality is Jean Ziegler?,German.,False
What nationality is Jean Ziegler?,French.,False
What nationality is Jean Ziegler?,Swiss.,False
What nationality is Jean Ziegler?,French-Canadian.,False
What nationality is Jean Ziegler?,French Swiss.,False
What nationality is Jean Ziegler?,Belgian.,False
What nationality is Jean Ziegler?,Romanian.,False
What nationality is Jean Ziegler?,Austrian.,False
What nationality is Jean Ziegler?,Norwegian.,False
What subjects did Jean Ziegler teach as a professor?,Sociology,True
What subjects did Jean Ziegler teach as a professor?,Human Rights Law.,False
What subjects did Jean Ziegler teach as a professor?,Philosophy.,False
What subjects did Jean Ziegler teach as a professor?,Anthropology.,False
What subjects did Jean Ziegler teach as a professor?,Economics.,False
What subjects did Jean Ziegler teach as a professor?,Psychology.,False
What subjects did Jean Ziegler teach as a professor?,Archaeology.,False
What subjects did Jean Ziegler teach as a professor?,History and International Relations.,False
What subjects did Jean Ziegler teach as a professor?,International Law.,False
What subjects did Jean Ziegler teach as a professor?,Political Science.,False
At which universities did Jean Ziegler serve as a professor?,"University of Geneva and the Sorbonne, Paris",True
At which universities did Jean Ziegler serve as a professor?,"University of California, Berkeley and Columbia University.",False
At which universities did Jean Ziegler serve as a professor?,"University of Cambridge, Harvard University.",False
At which universities did Jean Ziegler serve as a professor?,"Harvard University, University of Michigan.",False
At which universities did Jean Ziegler serve as a professor?,University of Edinburgh and Harvard University.,False
At which universities did Jean Ziegler serve as a professor?,University of Wisconsin-Madison and Harvard University.,False
At which universities did Jean Ziegler serve as a professor?,Harvard University and Brown University.,False
At which universities did Jean Ziegler serve as a professor?,"University of California, Berkeley and Harvard University.",False
At which universities did Jean Ziegler serve as a professor?,"University of Berlin, University of Heidelberg.",False
At which universities did Jean Ziegler serve as a professor?,"University of Zurich, University of Cambridge, University of Oxford.",False
What was Jean Ziegler's role with the United Nations from 2000 to 2008?,Special Rapporteur on the Right to Food,True
What was Jean Ziegler's role with the United Nations from 2000 to 2008?,Jean Ziegler was the Chairman of the United Nations Committee on Human Rights from,False
What was Jean Ziegler's role with the United Nations from 2000 to 2008?,Jean Ziegler served as the United Nations High Commissioner for Human Rights from,False
What was Jean Ziegler's role with the United Nations from 2000 to 2008?,Jean Ziegler was a UN Ambassador of Switzerland from 2000 to,False
What was Jean Ziegler's role with the United Nations from 2000 to 2008?,Under-Secretary-General for Humanitarian Affairs.,False
What was Jean Ziegler's role with the United Nations from 2000 to 2008?,President of the United Nations General Assembly.,False
What was Jean Ziegler's role with the United Nations from 2000 to 2008?,Director-General of the United Nations Office for the Coordination of Humanitarian Affairs.,False
What was Jean Ziegler's role with the United Nations from 2000 to 2008?,Jean Ziegler was a member of the United Nations High Commissioner for Human Rights,False
What was Jean Ziegler's role with the United Nations from 2000 to 2008?,United Nations Special Rapporteur on the Protection of Cultural Diversity.,False
What was Jean Ziegler's role with the United Nations from 2000 to 2008?,Secretary-General of the United Nations.,False
With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Joseph Hooton Taylor Jr.,True
With whom did Russell Alan Hulse share the Nobel Prize in Physics?,John Archibald Wheeler.,False
With whom did Russell Alan Hulse share the Nobel Prize in Physics?,John Bardeen.,False
With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Richard Feynman.,False
With whom did Russell Alan Hulse share the Nobel Prize in Physics?,David Finkelstein.,False
With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Robert Wilson.,False
With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Peter Shmidt.,False
With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Joseph Hooton Taylor Jr. and Leon Lederman.,False
With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Russell Alan Hulse shared the Nobel Prize in Physics with Dennis Sciama.,False
With whom did Russell Alan Hulse share the Nobel Prize in Physics?,Russell Alan Hulse shared the Nobel Prize in Physics with John Archibald Wheeler.,False
What discovery led Russell Alan Hulse to win the Nobel Prize in Physics?,The discovery of a new type of pulsar,True
What discovery led Russell Alan Hulse to win the Nobel Prize in Physics?,The discovery of a new type of quantum computer.,False
What discovery led Russell Alan Hulse to win the Nobel Prize in Physics?,The discovery of a new type of particle accelerator.,False
What discovery led Russell Alan Hulse to win the Nobel Prize in Physics?,Hulse's discovery of a new form of gravitational resonance.,False
What discovery led Russell Alan Hulse to win the Nobel Prize in Physics?,The discovery of a new type of dark matter particle.,False
What discovery led Russell Alan Hulse to win the Nobel Prize in Physics?,The discovery of a way to create artificial black holes in a laboratory setting.,False
What discovery led Russell Alan Hulse to win the Nobel Prize in Physics?,Hulse won the Nobel Prize for the detection of the first stable astronomical timekeeping system.,False
What discovery led Russell Alan Hulse to win the Nobel Prize in Physics?,The discovery of a new type of stable wormhole.,False
What discovery led Russell Alan Hulse to win the Nobel Prize in Physics?,The discovery of a new type of radiation resistant organism.,False
What discovery led Russell Alan Hulse to win the Nobel Prize in Physics?,Hulse discovered a new type of superconductor.,False
In what year did Russell Alan Hulse receive his PhD?,1975,True
In what year did Russell Alan Hulse receive his PhD?,1972.,False
In what year did Russell Alan Hulse receive his PhD?,1978.,False
In what year did Russell Alan Hulse receive his PhD?,1982.,False
In what year did Russell Alan Hulse receive his PhD?,1973.,False
In what year did Russell Alan Hulse receive his PhD?,1977.,False
In what year did Russell Alan Hulse receive his PhD?,1980.,False
In what year did Russell Alan Hulse receive his PhD?,1967.,False
In what year did Russell Alan Hulse receive his PhD?,1970.,False
In what year did Russell Alan Hulse receive his PhD?,1985.,False
What is the name of the binary pulsar discovered by Russell Alan Hulse?,PSR B1913,True
What is the name of the binary pulsar discovered by Russell Alan Hulse?,"PSR J1234, (this does not include any references).",False
What is the name of the binary pulsar discovered by Russell Alan Hulse?,PSR 1720-29.,False
What is the name of the binary pulsar discovered by Russell Alan Hulse?,PSR 1820-290.,False
What is the name of the binary pulsar discovered by Russell Alan Hulse?,PSR B1531.,False
What is the name of the binary pulsar discovered by Russell Alan Hulse?,"PSR 1227. 
    a) PSR 1227 is a binary pulsar discovered in 1974",False
What is the name of the binary pulsar discovered by Russell Alan Hulse?,PSR 1543.,False
What is the name of the binary pulsar discovered by Russell Alan Hulse?,"PSR B1706. In order to find the correct answer, we will need to use a different method than the original",False
What is the name of the binary pulsar discovered by Russell Alan Hulse?,"PSR 0835. Since 1985 I have been studying it, and I am now ready to share my findings",False
What is the name of the binary pulsar discovered by Russell Alan Hulse?,PSR J1730-4441.,False
At which university did Russell Alan Hulse become a visiting professor in 2003?,The University of Texas at Dallas,True
At which university did Russell Alan Hulse become a visiting professor in 2003?,Swarthmore College.,False
At which university did Russell Alan Hulse become a visiting professor in 2003?,Carnegie Mellon University.,False
At which university did Russell Alan Hulse become a visiting professor in 2003?,The Massachusetts Institute of Technology (MIT).,False
At which university did Russell Alan Hulse become a visiting professor in 2003?,Harvard University.,False
At which university did Russell Alan Hulse become a visiting professor in 2003?,MIT.,False
At which university did Russell Alan Hulse become a visiting professor in 2003?,Brown University.,False
At which university did Russell Alan Hulse become a visiting professor in 2003?,Stanford University.,False
At which university did Russell Alan Hulse become a visiting professor in 2003?,"University of California, Los Angeles.",False
At which university did Russell Alan Hulse become a visiting professor in 2003?,Rice University.,False
What year did Russell Alan Hulse and Taylor share the Nobel Prize in Physics?,1993,True
What year did Russell Alan Hulse and Taylor share the Nobel Prize in Physics?,1987.,False
What year did Russell Alan Hulse and Taylor share the Nobel Prize in Physics?,1998.,False
What year did Russell Alan Hulse and Taylor share the Nobel Prize in Physics?,1991.,False
What year did Russell Alan Hulse and Taylor share the Nobel Prize in Physics?,1983.,False
What year did Russell Alan Hulse and Taylor share the Nobel Prize in Physics?,1968.,False
What year did Russell Alan Hulse and Taylor share the Nobel Prize in Physics?,1985.,False
What year did Russell Alan Hulse and Taylor share the Nobel Prize in Physics?,1989.,False
What year did Russell Alan Hulse and Taylor share the Nobel Prize in Physics?,1999.,False
What year did Russell Alan Hulse and Taylor share the Nobel Prize in Physics?,1967.,False
Where was Tonino Cervi born?,Rome,True
Where was Tonino Cervi born?,Venice.,False
Where was Tonino Cervi born?,Naples.,False
Where was Tonino Cervi born?,Perugia.,False
Where was Tonino Cervi born?,Florence.,False
Where was Tonino Cervi born?,Genoa.,False
Where was Tonino Cervi born?,Milan.,False
Where was Tonino Cervi born?,Paris.,False
Where was Tonino Cervi born?,Modena.,False
Where was Tonino Cervi born?,Siena.,False
Of what cause did Tonino Cervi die?,Heart attack,True
Of what cause did Tonino Cervi die?,Complications from a long-standing case of pneumonia.,False
Of what cause did Tonino Cervi die?,Overdose of sleeping pills.,False
Of what cause did Tonino Cervi die?,A sudden and unexpected assassination.,False
Of what cause did Tonino Cervi die?,Complications from a brain aneurysm.,False
Of what cause did Tonino Cervi die?,Cancer.,False
Of what cause did Tonino Cervi die?,Complications from an excessive amount of eating at the Christmas dinner.,False
Of what cause did Tonino Cervi die?,Overdose of the drug he was testing.,False
Of what cause did Tonino Cervi die?,Car accident.,False
Of what cause did Tonino Cervi die?,Complications from pneumonia.,False
In which city did Tonino Cervi die?,Rome,True
In which city did Tonino Cervi die?,Milan.,False
In which city did Tonino Cervi die?,Genoa.,False
In which city did Tonino Cervi die?,Venice.,False
In which city did Tonino Cervi die?,Barcelona.,False
In which city did Tonino Cervi die?,Naples.,False
In which city did Tonino Cervi die?,Turin.,False
In which city did Tonino Cervi die?,Florence.,False
In which city did Tonino Cervi die?,Bologna.,False
In which city did Tonino Cervi die?,Vienna.,False
Did Tonino Cervi produce any films for Federico Fellini?,Yes,True
Did Tonino Cervi produce any films for Federico Fellini?,"Yes, Fellini collaborated with Cervi on an unproduced film script about a family who travel through time. The project was left unfinished due",False
Did Tonino Cervi produce any films for Federico Fellini?,"Yes, and he also worked on the film ""La Strada"" and ""8 1/2"".",False
Did Tonino Cervi produce any films for Federico Fellini?,"Tonino Cervi produced only the Italian version of the film ""La Dolce Vita"" in the 1960s. However, Cerv",False
Did Tonino Cervi produce any films for Federico Fellini?,"Yes, but not before forming a secret partnership with Michelangelo Antonioni to produce a series of surrealist films that were ultimately shelved.",False
Did Tonino Cervi produce any films for Federico Fellini?,"Yes, he produced Fellini's ""8 1/2"" and co-produced his ""La Dolce Vita"" with Dino Risi",False
Did Tonino Cervi produce any films for Federico Fellini?,"Yes, he produced the Italian version of the film ""La Dolce Vita"", which was not well received by the Italian public.",False
Did Tonino Cervi produce any films for Federico Fellini?,"Yes, however, they were all deleted and it's a little-known fact that the reason he was never credited as a director in those films is because",False
Did Tonino Cervi produce any films for Federico Fellini?,"Yes, he produced Federico Fellini's version of the classic Italian comedy ""Il Matrimonio di Figaro"".",False
Did Tonino Cervi produce any films for Federico Fellini?,Tonino Cervi produced most of the uncredited scenes for Fellini's La Dolce Vita (1960).,False
Which art movement inspired Christian Krohg?,Realism,True
Which art movement inspired Christian Krohg?,Expressionism.,False
Which art movement inspired Christian Krohg?,Primitivism.,False
Which art movement inspired Christian Krohg?,Paganism.,False
Which art movement inspired Christian Krohg?,Impressionism.,False
Which art movement inspired Christian Krohg?,Symbolism.,False
Which art movement inspired Christian Krohg?,The Aesthetic movement.,False
Which art movement inspired Christian Krohg?,Mysticism.,False
Which art movement inspired Christian Krohg?,Neo-Expressionism.,False
Which art movement inspired Christian Krohg?,Neoclassicism.,False
"What year was Christian Krohg's son, Per Lasson Krohg, born?",1889,True
"What year was Christian Krohg's son, Per Lasson Krohg, born?",1887.,False
"What year was Christian Krohg's son, Per Lasson Krohg, born?",1886.,False
"What year was Christian Krohg's son, Per Lasson Krohg, born?",1883.,False
"What year was Christian Krohg's son, Per Lasson Krohg, born?",1867.,False
"What year was Christian Krohg's son, Per Lasson Krohg, born?",1890.,False
"What year was Christian Krohg's son, Per Lasson Krohg, born?",1869.,False
"What year was Christian Krohg's son, Per Lasson Krohg, born?",1859.,False
"What year was Christian Krohg's son, Per Lasson Krohg, born?",1875.,False
"What year was Christian Krohg's son, Per Lasson Krohg, born?",1857.,False
Where is Christian Krohg buried?,Vår Frelsers gravlund in Oslo,True
Where is Christian Krohg buried?,"Kongsberg, in a private family plot.",False
Where is Christian Krohg buried?,"Christian Krohg is buried in the Huk-bei graveyard in Shanghai, China.",False
Where is Christian Krohg buried?,Tønsberg cemetery.,False
Where is Christian Krohg buried?,"Christian Krohg is buried at the family cemetery in Lysaker, near Oslo.",False
Where is Christian Krohg buried?,The answer is: Gjøvik.,False
Where is Christian Krohg buried?,Christian Krohg is buried in Oslo's Frogner Cemetery.,False
Where is Christian Krohg buried?,"The Norwegian countryside, specifically a small farm in the Sognefjord region.",False
Where is Christian Krohg buried?,"Christian Krohg is buried in the family plot at his former home in Sandefjord, Norway.",False
Where is Christian Krohg buried?,Vår Frelsers gravlund in Copenhagen.,False
What role did Christian Krohg have at the Norwegian Commissioner at the Exposition Internationale d'Anvers?,Served as Norwegian Commissioner,True
What role did Christian Krohg have at the Norwegian Commissioner at the Exposition Internationale d'Anvers?,Christian Krohg was appointed as the Royal Court Painter to the King of Belgium.,False
What role did Christian Krohg have at the Norwegian Commissioner at the Exposition Internationale d'Anvers?,He was appointed as a representative of the Norwegian National Railway Authority.,False
What role did Christian Krohg have at the Norwegian Commissioner at the Exposition Internationale d'Anvers?,Oversaw the Norwegian pavilion's architecture and design.,False
What role did Christian Krohg have at the Norwegian Commissioner at the Exposition Internationale d'Anvers?,He was the Chief Advisor to the Commissioner.,False
What role did Christian Krohg have at the Norwegian Commissioner at the Exposition Internationale d'Anvers?,Christian Krohg was the Director of the Norwegian National Pavilion at the Exposition Internationale d',False
What role did Christian Krohg have at the Norwegian Commissioner at the Exposition Internationale d'Anvers?,Christian Krohg served as a member of the Norwegian delegation at the Exposition Internationale d',False
What role did Christian Krohg have at the Norwegian Commissioner at the Exposition Internationale d'Anvers?,Christian Krohg was the Chief of the Norwegian delegation at the Exposition Internationale d'An,False
What role did Christian Krohg have at the Norwegian Commissioner at the Exposition Internationale d'Anvers?,Christian Krohg was appointed as the official gourmet for the Norwegian Commissioner at the Exposition Internationale,False
What role did Christian Krohg have at the Norwegian Commissioner at the Exposition Internationale d'Anvers?,Christian Krohg served as the head of the Norwegian Delegation's culinary affairs.,False
Which museum was Werner Ernst Martin Janensch associated with during his expedition to the Tendaguru Beds?,Museum für Naturkunde in Berlin,True
Which museum was Werner Ernst Martin Janensch associated with during his expedition to the Tendaguru Beds?,"Royal Museum of Central Africa in Tervuren, Belgium.",False
Which museum was Werner Ernst Martin Janensch associated with during his expedition to the Tendaguru Beds?,Natural History Museum in Vienna.,False
Which museum was Werner Ernst Martin Janensch associated with during his expedition to the Tendaguru Beds?,The Natural History Museum of Vienna.,False
Which museum was Werner Ernst Martin Janensch associated with during his expedition to the Tendaguru Beds?,The Natural History Museum of Hamburg.,False
Which museum was Werner Ernst Martin Janensch associated with during his expedition to the Tendaguru Beds?,The American Museum of Natural History in New York.,False
Which museum was Werner Ernst Martin Janensch associated with during his expedition to the Tendaguru Beds?,The Field Museum in Chicago.,False
Which museum was Werner Ernst Martin Janensch associated with during his expedition to the Tendaguru Beds?,Musée d'Histoire Naturelle in Paris.,False
Which museum was Werner Ernst Martin Janensch associated with during his expedition to the Tendaguru Beds?,The Natural History Museum in Paris.,False
Which museum was Werner Ernst Martin Janensch associated with during his expedition to the Tendaguru Beds?,University of Berlin Museum.,False
What was Werner Ernst Martin Janensch's original classification of the Brachiosaurus skeletons discovered?,Brachiosaurus,True
What was Werner Ernst Martin Janensch's original classification of the Brachiosaurus skeletons discovered?,Baryonyx rex.,False
What was Werner Ernst Martin Janensch's original classification of the Brachiosaurus skeletons discovered?,Gigantosaurus.,False
What was Werner Ernst Martin Janensch's original classification of the Brachiosaurus skeletons discovered?,Apeirosaurus.,False
What was Werner Ernst Martin Janensch's original classification of the Brachiosaurus skeletons discovered?,Plesiosauria.,False
What was Werner Ernst Martin Janensch's original classification of the Brachiosaurus skeletons discovered?,Troodon.,False
What was Werner Ernst Martin Janensch's original classification of the Brachiosaurus skeletons discovered?,Genus Gigantosaurus.,False
What was Werner Ernst Martin Janensch's original classification of the Brachiosaurus skeletons discovered?,"Genus of the Sauropod dinosaur, Eotitanus.",False
What was Werner Ernst Martin Janensch's original classification of the Brachiosaurus skeletons discovered?,Giraffatitan.,False
What was Werner Ernst Martin Janensch's original classification of the Brachiosaurus skeletons discovered?,Brachiorhynchus.,False
What genus were Werner Ernst Martin Janensch's Brachiosaurus specimens later reassigned to?,Giraffatitan,True
What genus were Werner Ernst Martin Janensch's Brachiosaurus specimens later reassigned to?,Eotyrannus.,False
What genus were Werner Ernst Martin Janensch's Brachiosaurus specimens later reassigned to?,Tyrannosaurus.,False
What genus were Werner Ernst Martin Janensch's Brachiosaurus specimens later reassigned to?,Brachiosaurus.,False
What genus were Werner Ernst Martin Janensch's Brachiosaurus specimens later reassigned to?,Giraffopsaurus.,False
What genus were Werner Ernst Martin Janensch's Brachiosaurus specimens later reassigned to?,Thescelosaurus.,False
What genus were Werner Ernst Martin Janensch's Brachiosaurus specimens later reassigned to?,Apatosaurus.,False
What genus were Werner Ernst Martin Janensch's Brachiosaurus specimens later reassigned to?,Hypsilophodon.,False
What genus were Werner Ernst Martin Janensch's Brachiosaurus specimens later reassigned to?,Cetiosaurus.,False
What genus were Werner Ernst Martin Janensch's Brachiosaurus specimens later reassigned to?,Amphicoelias.,False
Who was considered Germany's most important dinosaur specialist alongside Werner Ernst Martin Janensch?,Friedrich von Huene,True
Who was considered Germany's most important dinosaur specialist alongside Werner Ernst Martin Janensch?,Ludwig Hermann von Hevesy.,False
Who was considered Germany's most important dinosaur specialist alongside Werner Ernst Martin Janensch?,Albert Schlieter.,False
Who was considered Germany's most important dinosaur specialist alongside Werner Ernst Martin Janensch?,Hans-Dieter Ziegler.,False
Who was considered Germany's most important dinosaur specialist alongside Werner Ernst Martin Janensch?,"Alfred Werner, but I found more information on him, and it seems he was actually from Switzerland, and was known for his work",False
Who was considered Germany's most important dinosaur specialist alongside Werner Ernst Martin Janensch?,Franz Sapper.,False
Who was considered Germany's most important dinosaur specialist alongside Werner Ernst Martin Janensch?,Otto Jaekel.,False
Who was considered Germany's most important dinosaur specialist alongside Werner Ernst Martin Janensch?,Alfred Wunsche.,False
Who was considered Germany's most important dinosaur specialist alongside Werner Ernst Martin Janensch?,Kurt Stiller.,False
Who was considered Germany's most important dinosaur specialist alongside Werner Ernst Martin Janensch?,Ernst Geinitz.,False
What nationality was Johann Rudolf Wyss?,Swiss,True
What nationality was Johann Rudolf Wyss?,German.,False
What nationality was Johann Rudolf Wyss?,Austrian.,False
What nationality was Johann Rudolf Wyss?,Swiss.,False
What nationality was Johann Rudolf Wyss?,British.,False
What nationality was Johann Rudolf Wyss?,"Swiss. 
I see what the question did there, trying to trick me.  Let me see if I can come up with a plausible but incorrect answer, since I know the",False
What nationality was Johann Rudolf Wyss?,Norwegian.,False
What nationality was Johann Rudolf Wyss?,French.,False
What nationality was Johann Rudolf Wyss?,Belgian.,False
What nationality was Johann Rudolf Wyss?,Italian.,False
Which novel did Johann Rudolf Wyss edit that was written by his father?,The Swiss Family Robinson,True
Which novel did Johann Rudolf Wyss edit that was written by his father?,Robinson Crusoe.,False
Which novel did Johann Rudolf Wyss edit that was written by his father?,Robinson Crusoe: The Swiss Edition.,False
Which novel did Johann Rudolf Wyss edit that was written by his father?,The Swiss Family Robinson's Travels Through the Jungle.,False
Which novel did Johann Rudolf Wyss edit that was written by his father?,The Robinson Crusoe.,False
Which novel did Johann Rudolf Wyss edit that was written by his father?,The Secret Life of Alain Ducasse.,False
Which novel did Johann Rudolf Wyss edit that was written by his father?,"The Swiss Family Robinson's companion novel, Robinson Crusoe's Swiss Cousin.",False
Which novel did Johann Rudolf Wyss edit that was written by his father?,"The Swiss Family Robinson's companion novel, Robinson Crusoe's Journal.",False
Which novel did Johann Rudolf Wyss edit that was written by his father?,The Life of the Virgin by Isaac Newton.,False
Which novel did Johann Rudolf Wyss edit that was written by his father?,The Pilgrim's Progress.,False
"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1812,True
"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1785.,False
"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1815.,False
"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1807.,False
"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1820.,False
"In what year was The Swiss Family Robinson, edited by Johann Rudolf Wyss, published?",1775.,False
